user,prediction
3c3dc7b243,0.0
e52cca6a85,0.0
e3f15133fb,0.0
45d85f459f,0.0
39990d02aa,0.0
0ed87fe906,0.0
c1d5b4e2d2,0.0
6f34fb2a70,0.0
0b322c4aed,0.0
3ddffa1ae0,0.0
63d0924c14,0.0
bfd2d29385,0.0
28b0808aed,0.0
0bee9d6f5a,0.0
e0bfbe690a,0.0
4f972bc9e7,0.0
a298b7aee6,0.0
4bb833576a,0.0
822f68669e,1.0
b79f8d342a,0.0
9cf3a2a947,1.0
c367fa646d,0.0
8e7a3248c8,0.0
ff667d7284,0.0
01eddf6651,0.0
540f84913c,0.0
402fc8d2f9,0.0
8f133e0e2e,0.0
7955f7b3f2,0.0
f17b2177ac,0.0
1da3332bd3,0.0
2e23cc18fc,0.0
0a1c264418,0.0
3c603f9e29,0.0
f21a72e17e,0.0
fffc8f1a4f,0.0
74572d359c,0.0
3cab2d3e01,0.0
0ec9fd7c35,0.0
eabaa9a7a9,0.0
c61f60e5ee,0.0
bed42c41b2,0.0
0d450d59c2,0.0
fc3be03822,0.0
ab1cae1053,0.0
e5ac19a675,0.0
0ea6eff8e5,0.0
5e36d1c297,0.0
2fc26d9af5,0.0
0aadb3bfcc,0.0
7a5947ac04,0.0
6c3bbcde55,0.0
0f61824105,0.0
4c1f972032,0.0
c5cb37097c,0.0
2afe03f107,0.0
0047e1c500,0.0
457d3b41a2,0.0
14b0ce892f,0.0
cde0333d1e,0.0
effbb172da,0.0
b6b2f021ae,0.0
f0a6815ba9,0.0
8aa76ea684,0.0
07d94b43c1,0.0
33d392d088,0.0
790a6e0370,0.0
7f2cb13bb5,0.0
17e692b3d2,0.0
f0b861e10f,0.0
f226fa87c9,0.0
6bda4e5f15,0.0
645f755fd4,1.0
d83d2a7d66,0.0
f56bdbccf8,0.0
cf1be7ff71,0.0
7afa32cd6f,0.0
517da5b1cd,0.0
c31e2b8fc6,1.0
c1e744cb13,0.0
5e1f74453a,0.0
d71ffe4d30,0.0
4429247aa5,0.0
0c8855b60b,1.0
e29cf39727,0.0
92da1e0a93,0.0
b46b32e008,0.0
2b4220f002,0.0
1b290cebe7,0.0
feb292532e,0.0
f4b06fb2cd,1.0
ce272b0db4,0.0
c3dde6cc00,0.0
5d1fda6a63,0.0
f5e60659f9,0.0
de8c390c3b,0.0
a11abd0c79,0.0
6f2970aa14,0.0
0fe5484421,0.0
b4cc2d68f1,0.0
102e283f1c,0.0
e15a0a625d,0.0
308bcf29a3,0.0
eff9844095,0.0
05e0a1aadf,0.0
ada60580e8,0.0
2c5b26e375,0.0
c2f1142616,0.0
4c3c7eee46,0.0
558d99e1fb,0.0
adc73c94cc,0.0
bacf9d29c4,0.0
7b89eb7606,0.0
6e985cc279,0.0
e4481dd5cb,0.0
b20512be42,0.0
d355d30504,0.0
b5f9cdf4c6,0.0
c279394b18,0.0
8dbc03bfa5,0.0
6fecb58a21,0.0
47531288b9,1.0
87ab41866b,0.0
8383d22011,0.0
5f9b4ede02,0.0
874765bbe0,0.0
90494d43f9,0.0
94cc10bd39,0.0
6f4a8fdb41,1.0
0e598af7d7,0.0
967b70c4c2,0.0
fedfa9e85e,0.0
4970563556,0.0
810406a2e5,1.0
40f457d798,0.0
cd32fc44c8,1.0
b9ee0ad14c,0.0
c54692af4e,0.0
89c7483aa8,0.0
27f71747cd,0.0
6c31b7698f,0.0
236fe6a516,0.0
07e1e1aef5,0.0
43c653e183,0.0
062f85e21a,0.0
44da198660,0.0
3b437ba02a,0.0
e847282f7e,0.0
6482a4c864,0.0
76a376bc10,0.0
fa80c10819,0.0
471a32c5e9,0.0
caa1abbc31,0.0
1975eba2f7,0.0
ab58891506,1.0
224a7674ec,0.0
60e32f0ba1,0.0
e967683a59,1.0
d102db7361,0.0
abb9acf59f,0.0
4eb34cb2eb,0.0
2bd7534e9c,0.0
381d6e617b,0.0
0fbecdaab7,0.0
3840fb2b7b,0.0
25a8c99b72,0.0
deb9730935,0.0
678e1d58d9,0.0
b112950441,0.0
bc36d675a7,0.0
b9e102570e,0.0
0ac1f3d44b,0.0
6fc8ff973d,0.0
27d2fb835d,0.0
2574e27317,0.0
11e05c5d67,0.0
15daa42274,0.0
a390260c44,0.0
2b2a1db1ef,0.0
f87396fa19,0.0
1ff0f342ea,0.0
c88d35b317,0.0
475b144f51,0.0
3f97689fef,1.0
77d92c824c,0.0
c638e9eaaa,0.0
3368338fc8,0.0
731b297ee1,0.0
0daa926f21,0.0
97eb381195,0.0
286a6ccfa3,0.0
3115346726,0.0
047039e91b,0.0
be147574e6,0.0
a3c439ca3c,0.0
09c518902a,0.0
d66a655151,0.0
6e7ac764b8,0.0
62130212c7,0.0
cb3760074f,0.0
c46e47b642,0.0
c265f9c64d,0.0
0485650fdb,1.0
9aef3c5c92,0.0
6c96bbea5f,0.0
c521615bbc,0.0
4e1d8cab67,0.0
995084a14e,0.0
cb88c88a2b,0.0
d55b359d1c,0.0
66cfcd215b,0.0
6bc2d371e5,1.0
9983a98b40,0.0
491bae86d4,0.0
744565156f,0.0
e704e66217,0.0
3c85c50dd7,0.0
84406d6e73,0.0
3cea0bae8e,0.0
b22a81e4cc,0.0
c7a5fc575d,0.0
bb144a9fc2,0.0
4166d40cb7,0.0
3ca92fa772,0.0
0218550029,0.0
ebd6641a87,0.0
cf2e9955c1,0.0
85f556eddd,0.0
894020c044,0.0
8c4417f0e3,0.0
05ace5f632,0.0
a562da1bdb,0.0
d252b67cf8,1.0
f5770168eb,1.0
706460517e,0.0
db71a4d845,0.0
c3b4844619,1.0
dc30d06a99,1.0
f21f916046,0.0
e693696707,0.0
a65b5615f4,0.0
c3c2232711,0.0
a834180554,0.0
5024f57518,0.0
27d2d20e96,0.0
bec69560f3,0.0
387469a3f1,0.0
bad034df5a,0.0
57acde1d5f,0.0
e9f62c046c,0.0
482e55b3c8,0.0
69b92d4af5,1.0
27fb904b5f,0.0
faefe9f307,0.0
99ac83c225,0.0
11edb1ec5d,0.0
a8fcb6240c,0.0
9877bd005c,0.0
1b36fe8d93,1.0
8f0e82c7be,0.0
9862a5ee9a,0.0
15c90b500a,0.0
f83b8177b2,0.0
20438d7f64,0.0
bbbac0da7a,1.0
2c14ef674a,0.0
97910387b1,0.0
58000058cd,0.0
2a30a4ffa9,0.0
8e508f804d,0.0
00106be5a4,0.0
070d004cd4,0.0
e20cbfa39c,1.0
2f0d6754ec,1.0
56f348463b,0.0
cdda4a1258,1.0
0a4728a62f,0.0
c0ff4aa71a,0.0
c0901dc49c,0.0
6b1c7bc4d9,0.0
e9ce95dc61,0.0
9ef9fdb565,1.0
f9b3251c31,0.0
24baf8cc35,0.0
b1ad05c18e,0.0
e384a41629,0.0
e90de049fa,0.0
359c0fe8c3,0.0
237468cee4,0.0
aee6ad4431,0.0
e2260e1e98,0.0
44a371c42a,0.0
a57c5bc695,0.0
d0762e404a,0.0
7b8556934b,1.0
3f419061a3,0.0
0a03c761e4,1.0
035d864d78,0.0
1498205d49,0.0
b045750a83,0.0
9415ea7f36,0.0
304d5494fc,0.0
d8c6984583,0.0
31e8a8b23b,0.0
2d8cb12ee0,0.0
77c5e2f5ed,0.0
5a4279b514,0.0
dfb3179163,0.0
cce0c2e1b5,0.0
c9bdf41057,0.0
3b03e69e22,0.0
88d38eae0a,0.0
9025947c55,0.0
df6dfa2889,1.0
c09c61b631,0.0
2399ffcc58,0.0
30143f27be,0.0
a1ac17cae3,0.0
7bf878022c,0.0
f67c770143,0.0
e38269f628,0.0
6037250450,0.0
b686ef905b,0.0
7f67172a75,0.0
d75c844d59,0.0
82c07e0fd7,0.0
d3b5f4ecf0,1.0
cf55af9090,0.0
9fe67d0ba3,0.0
3382e6c4e6,0.0
a526a656b9,0.0
60e41a992c,0.0
b9f7a649b0,0.0
1d73e88f1b,0.0
952da220b2,0.0
f6f7e3910c,0.0
8d66eee40c,0.0
ea8a8d1311,0.0
a31299f5de,0.0
ee941ef24c,0.0
caec1347f1,0.0
582441f901,0.0
238da2111b,0.0
06c2d6122a,0.0
ba319411b2,0.0
cec53040ad,0.0
9963dd4e99,0.0
55d36fa916,1.0
8cfafa901c,0.0
8e90033822,0.0
347e8bcdce,0.0
3050b51a05,1.0
b8e51fb53d,0.0
3c72002258,0.0
f586df3394,0.0
0557ada663,0.0
8a8b4fcd77,0.0
285e0fa736,0.0
203d1b7bfc,0.0
1a60dedb4b,1.0
addfead780,1.0
4af45cec19,0.0
40d4bbe3cb,0.0
e8279c8e5b,0.0
6efdcce163,0.0
7c949d4c76,0.0
d1558b4f4f,0.0
8c663c61d9,0.0
5854e3b8af,0.0
d0b349fb4b,0.0
1a0c55ce75,0.0
44a39dce74,0.0
dff25780c2,1.0
e42b32b7c1,0.0
01fee56325,0.0
ed2f0d8109,0.0
02b3474f6a,0.0
3a7d0a84ab,0.0
621cee75a7,0.0
31cf1336f4,0.0
75d9edffcc,0.0
9bf1c04175,0.0
7f2387a4bd,0.0
2b669d53dd,0.0
b1f61cff78,0.0
04fa53f36a,0.0
6e2c8fb214,0.0
8509f1352e,0.0
24963f5eed,1.0
23246b7be8,0.0
2f1a4c32a7,0.0
623c174b95,0.0
352d95e05c,0.0
75fabe2f07,0.0
6bec48e12f,0.0
2c8fb12790,0.0
f45de25e88,0.0
a88dd4b190,0.0
c1ab5ac21a,0.0
2c38853358,0.0
7ae5e0f9a2,0.0
9b6d207b33,0.0
a40476cf74,0.0
ed7e0638ae,0.0
5ecb20694e,0.0
e3b62f5a75,0.0
81007a370c,0.0
751ed74ee3,0.0
ef0a628b5c,0.0
d8a2ae24a8,0.0
452f9e4159,0.0
d7a91466f4,0.0
a2dcefe83d,0.0
a83b7964cd,0.0
79e70d8aee,1.0
9d362fbac3,0.0
5112ae74ef,0.0
9fe15890a6,1.0
28f1190cea,0.0
d060d7ae40,0.0
a985365a27,0.0
2cbb557e30,0.0
1f8d7217c0,0.0
97250e5b2c,0.0
da0d65bda0,1.0
db0a0aca6f,1.0
5ddd6f399f,1.0
3ebc379a9a,0.0
31fa5cda2b,0.0
e6e0194d14,0.0
27f29a0c81,0.0
438953a389,0.0
05d009c2cf,0.0
7d06334cb7,0.0
664e68d198,0.0
6dcc7efd87,0.0
f207ce9f4b,0.0
dd9c96232d,0.0
c631c481d6,0.0
ec4bdd8f74,1.0
aca66c58a5,0.0
23e94ffa65,0.0
9f222890ac,0.0
14fd6d7bae,0.0
8000bcd444,0.0
680e354948,0.0
6e862033ce,0.0
a0eab9e76b,0.0
214e23fd3c,0.0
feb7d3f592,0.0
3510947894,0.0
ad3d1cf8dd,0.0
30d2a637bb,0.0
895538c67f,0.0
2a630b410b,0.0
14a601fc54,0.0
bf0a6590c3,0.0
b81c075dfe,0.0
dc83e115da,1.0
a1f9596c4b,0.0
00ffe76c58,0.0
0f9d1decb3,0.0
ccfb9c4cbe,0.0
307fb9ff32,0.0
e524956798,0.0
3870621637,0.0
3286892d8f,1.0
bb1ebf6ecc,0.0
1837cc2762,0.0
3945a40767,1.0
2398419234,0.0
479f44f590,0.0
b7097237b7,0.0
b2c0df7c3f,0.0
a322065f72,0.0
52fbdfa29b,0.0
31c1e28a9d,0.0
a66f6a95fc,0.0
3c2f162342,0.0
546c6fb8b6,1.0
462fbbeecd,0.0
dbe842641f,0.0
87cb50e207,0.0
6521dc0f87,0.0
f856142a3d,0.0
9bcad83d6e,0.0
e8a5a68fc6,0.0
237b31d683,0.0
2e4dfdf8a9,0.0
00dd7640c9,0.0
cdd8b0f0d9,0.0
1efacdf53a,0.0
d4fae82442,0.0
529b3f19a6,0.0
7a29e9a76c,0.0
ccfa15d341,0.0
b3a2dd84b7,1.0
d667406471,0.0
96487ce8ad,0.0
84e5dc61c3,0.0
f6c1d122d9,0.0
9aa370ca30,0.0
7be8ff05a2,0.0
aba984d307,0.0
1c43bbcb3a,0.0
18d639fa90,0.0
8cc7acf17b,0.0
d97ee9ba6a,1.0
4c609570bb,0.0
868e766b26,0.0
f867c19d2a,1.0
fe0bc9bcc2,0.0
03cdb5de0d,0.0
8317615eec,0.0
b5a926aef9,0.0
762b7f05f8,0.0
e7a36373fe,0.0
0c0e006ee9,1.0
55a0a009ad,0.0
e255e7d4ef,0.0
b4c614ecd6,0.0
3ad344eae7,0.0
08e37331e2,0.0
c410d0105d,0.0
07f1fe7e90,0.0
8d498185a4,0.0
f41da12299,0.0
b3bfadc09e,0.0
e05d9acea4,0.0
fd76835a81,0.0
810fb945be,0.0
7b0e1aa1bd,0.0
662a750b92,0.0
b366e0a427,0.0
74f63ca17c,0.0
e8cab8b390,0.0
1924e0b8de,0.0
9a8386ca61,0.0
de183ac6cb,0.0
004cc218d4,0.0
01485d6ecb,0.0
e2c15ecb09,0.0
d5642ca752,0.0
993dbda019,0.0
29e04db7a9,1.0
ad97dc5d12,0.0
3954ab8458,0.0
52088098fa,0.0
492fdd6623,0.0
0283def346,0.0
c45a386c05,0.0
cc3d68c31a,0.0
ed8ce9f0c3,0.0
4645ed9daf,0.0
f010a40043,0.0
980bdbedeb,0.0
2289325548,0.0
f36069e7d5,0.0
dc4dfc05cd,0.0
bd216904f6,0.0
55b7cde3b2,0.0
f1ad1fdc08,0.0
f16ebef8d6,0.0
b4b2275984,0.0
3fdf549f59,0.0
26305366c2,0.0
ab1fd64b79,0.0
c84dd207b9,0.0
d5ff23542f,0.0
9706e01d70,0.0
ff8fc43e5c,0.0
47d5262d5e,0.0
21750208f0,0.0
da425373e1,0.0
46c2001ea0,0.0
8e14afcb21,0.0
b25cae3c70,0.0
211c43f5a5,0.0
ad6b0f22cf,0.0
af65b585c2,0.0
043ffe8fc9,0.0
0d399588c6,0.0
c909977645,0.0
b2ec8b8d9e,0.0
3cc8aa5db5,0.0
3b6f239de0,0.0
4a4a1e43f0,0.0
ca55e93d4f,0.0
5c4b126e7d,0.0
e935224242,0.0
8d8d349271,0.0
181aa3caca,0.0
a8baa1399e,0.0
144cb2240a,1.0
3ec2086ecf,0.0
8ddc81db76,0.0
3e04c9e314,0.0
9877151c7a,0.0
f6321ba2d7,0.0
55ac72b46f,0.0
e4ad3a9bdc,0.0
ddeb89def6,0.0
70ece58f91,0.0
4c5fec3136,0.0
6f00f46aa0,0.0
5a56f51bcf,0.0
1bdee1c9ea,0.0
2632d13d3d,0.0
372bb32ec2,0.0
e7b5f34140,1.0
fcff789fde,1.0
43cefa837e,0.0
bc5cae3e2c,0.0
0a25224867,0.0
5c8252e7a3,0.0
3903cdc143,0.0
ffde7cb077,0.0
be9df9cd05,0.0
90d1f32b35,0.0
3811cc961b,0.0
66a9a0df48,0.0
df372c1b69,0.0
45486bed32,0.0
945c0b78c9,0.0
ae46466511,0.0
f78861cbaa,0.0
8195222052,1.0
064bb5f64c,1.0
1ce07cede7,0.0
15da7dc20e,0.0
e15bc6a8a1,0.0
4dd069c16a,0.0
6b71f7bf32,0.0
7acdee92ee,0.0
36da83918e,1.0
104759c8c2,0.0
ad9cbadb5a,0.0
dd9a788f5b,0.0
7811483326,0.0
e5d5c83b0c,0.0
c8ef31313a,0.0
372cea2bd8,0.0
30599b5334,0.0
faee02ad89,0.0
e00c3ea2a0,0.0
891b7826f0,0.0
4008ef3b6e,0.0
2bc7abf8be,0.0
f631e019d5,0.0
3294cfd4d1,0.0
bee4896df0,0.0
03b8596242,0.0
dcd6250c69,0.0
9d49c07440,0.0
7b142f2a80,0.0
6d3b423f99,0.0
1019a62d78,0.0
eec41397b6,0.0
27fb16d833,0.0
881f47e90b,0.0
6f47343070,0.0
d08cc30418,0.0
6abd30a8f4,0.0
4d9ab657fa,0.0
b0446614ca,0.0
7b482b8b12,0.0
f2fffa84fd,0.0
032608c348,0.0
956c34bc2a,0.0
8103b30cc2,0.0
7172072449,0.0
eea3a5993b,1.0
5b923fab09,0.0
db1dff32f3,0.0
6e2aa71c60,0.0
72343f1873,0.0
85f943cf5e,0.0
3020edce74,0.0
28a8889b95,0.0
301ba72550,0.0
04b43c5b6b,0.0
9c237e1655,0.0
4bac188972,0.0
355da40ab5,0.0
2bbb83d4f2,0.0
7b61c863d9,0.0
b51d61af24,0.0
d0782191e0,0.0
16356e2414,0.0
9cf91a21b0,0.0
e1031ef8a1,0.0
3793968f7c,0.0
39e7341056,0.0
3b0a246204,0.0
f237ff3c85,0.0
2cbd876c83,0.0
84ec6f5327,0.0
84e1d5a92a,0.0
01e0cd9013,0.0
aa910df056,1.0
85e4108f30,0.0
9ca39ff6da,0.0
b68b790121,0.0
9d4fd314f5,0.0
e51404016c,0.0
5958076679,0.0
48bfaa0674,0.0
d7aa42be2f,0.0
0efe810fee,0.0
6c9f30411e,0.0
dc631de300,0.0
2e71cf8f8a,1.0
3229b54306,0.0
bc25ca5259,0.0
80089d7917,0.0
7e386c4ab2,0.0
51511fdfe2,0.0
758995c563,1.0
32b1dd2f9e,0.0
7d96f302a6,0.0
9a1dc10fa2,0.0
900d9beb66,0.0
62c1f4f419,0.0
c4894f58f6,0.0
a768504b7d,0.0
386a78adf4,0.0
4af2ad5631,0.0
df78ffc67b,0.0
bab7cf9fb4,0.0
362808aa6c,1.0
767390dbf9,0.0
caedccf132,0.0
460229032c,0.0
06ca6a9e87,1.0
fd6667b177,0.0
2deb13ca62,0.0
6a21b76344,0.0
ba28daef1c,0.0
5c6562c1e2,0.0
dbc9e50760,0.0
40b0d9aba7,0.0
af7c2018e8,0.0
300f148751,0.0
8316f21bfc,1.0
11e7abb6b5,0.0
a36dfe69b2,0.0
7b061a13df,0.0
21f8a13dbc,0.0
3fd38f2f37,0.0
f7297e902f,0.0
d053c4693d,0.0
592b5757cd,0.0
c4585f76bf,0.0
369c2b3478,1.0
1d36fa9e63,1.0
f4c23f9b7c,0.0
7433998ed2,0.0
65de73389a,0.0
1ff9216cd5,0.0
8a7a2544ae,0.0
2ad7378c62,0.0
055b095d24,0.0
65ddb2774f,0.0
6b7ffacb51,0.0
792c9d26de,0.0
b5f957beb9,0.0
abd4444ed4,1.0
883f395ded,0.0
c06d670009,0.0
363351bef5,0.0
58fe78068c,0.0
33d4f0b72d,1.0
3104e965b1,0.0
fb5eb8cf3f,0.0
50fe6e8fbb,0.0
487ffd57d8,0.0
3a35d1d913,1.0
5d24f317bf,0.0
bf6c2634e1,0.0
2fefe3746e,0.0
d3ab07ad54,0.0
ebbd36e611,1.0
ea8a323045,0.0
0fe380a794,0.0
a2232f8fb5,0.0
6c5102f1a7,0.0
16a77ff673,0.0
d16891d1a5,0.0
1d0fc484d8,0.0
ef531bc316,0.0
c5f42cab7b,0.0
578094c2a1,0.0
122da277eb,0.0
ca08965939,0.0
e4d9b3cf77,0.0
716ecc5313,0.0
9db94122ad,0.0
529a9b5d05,0.0
08e8cf77a1,0.0
f7efa7e6e1,0.0
fbb95956a6,1.0
c37fc5e84f,0.0
00e56548ff,0.0
7e81f51dcc,0.0
af7394563a,1.0
ae83b63c8a,0.0
5f3b24d45d,0.0
2bf1c14120,0.0
6c4f80933c,0.0
72407829a3,0.0
817c401187,0.0
9cf7c62249,0.0
9263203240,0.0
3a216c7754,0.0
dc0d46157e,0.0
5b1dbe6dde,0.0
f80d7bb50a,0.0
d3ed45e7e2,1.0
e30b22a680,0.0
048d64bbb8,0.0
6bcd11c222,0.0
ced8796fcf,0.0
513bbe7dbc,0.0
8b0f265308,0.0
2ba1b0f622,0.0
40fc92ff07,0.0
2eaa22f999,0.0
8353de06ff,0.0
2f7756820f,0.0
51f3a7a135,1.0
2e9039ee83,0.0
b7ddcf00ec,1.0
67ab9fadad,0.0
2fb20c08fe,0.0
0b841bc9a0,0.0
981787a0e7,0.0
d03801496b,0.0
d89d996ef9,0.0
4660ffaf11,0.0
eaa2179fac,0.0
6842013c22,0.0
bcebbbf6a7,1.0
ade631f9bc,0.0
7eaca53316,0.0
5cb7fc7cd0,0.0
fcf9e85bbf,0.0
9ea693b209,1.0
89d9d4b2ee,0.0
ebea668dbe,0.0
4321ecc701,0.0
f67225f501,0.0
f850da1483,0.0
f930b02bc0,0.0
4ee0532d2a,0.0
b4dcc5151a,0.0
e85963d93d,1.0
358da03711,0.0
8d89f3f49d,0.0
80d30de350,0.0
d75ba4bb35,0.0
b44f98d561,0.0
6baf95c19a,0.0
361f029d5d,0.0
9ef9c85aae,0.0
503e8f72c6,0.0
aed0a6d9fb,0.0
bf73f6a0b9,0.0
162992ab70,0.0
146c7b24ae,0.0
5b5338df0c,0.0
c144336a0f,0.0
dc68dd2e44,0.0
925615ab39,1.0
e73feed2fd,0.0
2335abecd1,0.0
8ca5c93f9b,0.0
77939fc8b5,0.0
a9c57c22f0,0.0
49b4abf3a2,0.0
98d4a8547e,0.0
be04b95275,0.0
ef5624c558,0.0
975e1543df,0.0
382303e098,0.0
37ec95b463,0.0
